"Journal","Field","Publisher","Publisher type","Business model","Institution","Institution type","Country","Website","APC Euros","Scimago Rank","Scimago Quartile","H index","PCI partner","e-ISSN","p-ISSN"
"Child Psychiatry & Human Development","Development - Childhood and Adolescence; Neurosciences - Developmental Neuroscience","Springer Nature","For-profit","Hybrid","-","","Germany / UK","https://link.springer.com/journal/10578","2216","1.165","Q1 (Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","87","No","1573-3327","0009-398X"
"Child and Adolescent Mental Health","Development - Neuroscience; Neurosciences - Developmental Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Association for Child and Adolescent Mental Health","Society/Association","USA","https://acamh.onlinelibrary.wiley.com/journal/14753588?journalRedirectCheck=true","3468","2.192","Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","67","No","1475-3588","1475-357X"
"Child and Adolescent Psychiatry and Mental Health","Development - Neuroscience; Neurosciences - Developmental Neuroscience","Springer Nature (BioMed Central)","For-profit associated with a society","OA","International Association for Child and Adolescent Psychiatry and Allied Professions","Society/Association","UK","https://capmh.biomedcentral.com/","2162","1.623","Q1 (Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health)","71","No","1753-2000",""
"Child's Nervous System","Development - Neuroscience; Neurosciences - Developmental Neuroscience","Springer Nature","For-profit associated with a society","Hybrid","Brazilian Society for Pediatric Neurosurgery; International Society for Pediatric Neurosurgery (ISPN); Korean Society for Pediatric Neurosurgery; Latin American Pediatric Neurosurgery Association (LAPNA); Russian Society for Pediatric Neurosurgery ; Turkish Neurosurgical Society - Pediatric Section","Society/Association","Germany / UK","https://link.springer.com/journal/381","2601","0.452","Q2 (Pediatrics, Perinatology and Child Health)","106","No","1433-0350","0256-7040"
"Chromosome Research","Genetics & Genomics - Genomics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/10577","3060","1.201","Q2 (Genetics)","92","No","1573-6849","0967-3849"
"Chronic Stress","Neurosciences - Generalist","Sage Publishing","For-profit","OA","","","USA","https://journals.sagepub.com/home/cssa","1187","1.166","Q1 (Behavioral Neuroscience; Clinical Psychology; Psychiatry and Mental Health)","34","No","2470-5470",""
"Chronobiology International","Neurosciences - Neurophysiology","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/icbi20","4028","0.707","Q2 (Physiology)","127","No","1525-6073","0742-0528"
"Cities and the Environment","Ecology & Evolution - Applied Ecology","Loyola Marymount University","Non-profit","OA diamond","Loyola Marymount University","University/Government","USA","https://digitalcommons.lmu.edu/cate/","0","","","","No","1932-7048",""
"Cladistics","Ecology & Evolution - Genetics","John Wiley & Sons","For-profit associated with a society","Hybrid","Willi Hennig Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10960031","2612","2.836","Q1 (Ecology, Evolution, Behavior and Systematics)","113","No","1096-0031","0748-3007"
"Clinical & Experimental Immunology","Immunology - Clinical Immunology","Oxford University Press (OUP)","University Press associated with a society","Hybrid","British Society for Immunology","Society/Association","UK","https://academic.oup.com/cei","2255","1.41","Q1 (Immunology; Immunology and Allergy)","167","No","1365-2249","0009-9104"
"Clinical & Translational Immunology","Immunology - Clinical Immunology","John Wiley & Sons","For-profit associated with a society","OA","Australian and New Zealand Society for Immunology","Society/Association","Australia","https://onlinelibrary.wiley.com/journal/20500068","2640","1.312","Q1 (Nursing)","64","No","2050-0068","2050-0068"
"Clinical Anatomy","Anatomy & Physiology - Anatomy","John Wiley & Sons","For-profit associated with a society","Hybrid","American Association of Clinical Anatomists; British Association of Clinical Anatomists","Society/Association","USA","https://onlinelibrary.wiley.com/journal/10982353","3060","0.747","Q1 (Anatomy)","99","No","1098-2353","0897-3806"
"Clinical Biochemistry","Molecular & Cellular Biology - Clinical and Medical Sciences","Elsevier","For-profit associated with a society","Hybrid","Canadian Society of Clinical Chemists (CSCC)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/clinical-biochemistry","2341","0.69","Q2 (Clinical Biochemistry; Medicine)","134","No","1873-2933","0009-9120"
"Clinical Cancer Research","Cancer - Generalist","American Association for Cancer Research (AACR)","Non-profit","Hybrid","American Association for Cancer Research","Society/Association","USA","https://aacrjournals.org/clincancerres","6622","4.751","Q1 (Cancer Research; Oncology)","405","No","1557-3265","1078-0432"
"Clinical Chemistry","Molecular & Cellular Biology - Clinical and Medical Sciences","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/clinchem?login=true","4533","1.721","Q1 (Biochemistry; Clinical Biochemistry; Medicine)","254","No","1530-8561","0009-9147"
"Clinical Chemistry and Laboratory Medicine","Molecular & Cellular Biology - Clinical and Medical Sciences","De Gruyter Brill","For-profit","Hybrid","","","Germany","https://www.degruyterbrill.com/journal/key/cclm/html","2345","1.286","Q1 (Biochemistry; Clinical Biochemistry; Medicine)","132","No","1437-4331","1434-6621"
"Clinical Colorectal Cancer","Cancer - Gastrointestinal cancer","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/clinical-colorectal-cancer","2380","0.976","Q2 (Gastroenterology; Oncology)","71","No","1938-0674","1533-0028"
"Clinical EEG and Neuroscience","Neurosciences - Clinical Neuroscience","Sage Publishing","For-profit associated with a society","","EEG and Clinical Neuroscience Society","Society/Association","USA","https://journals.sagepub.com/home/eegb","","0.649","Q2 (Medicine)","69","No","2169-5202","1550-0594"
"Clinical Epidemiology","Immunology - Epidemiology","Taylor & Francis Group","For-profit","OA","","","UK","https://www.tandfonline.com/journals/dcle20","3040","1.663","Q1 (Epidemiology)","92","No","1179-1349",""
"Clinical Epigenetics","Genetics & Genomics - Epigenetics","Springer Nature (BioMed Central)","For-profit associated with a society","OA","Clinical Epigenetics Society","Society/Association","UK","https://clinicalepigeneticsjournal.biomedcentral.com/","3186","1.787","Q1 (Developmental Biology; Genetics; Molecular Biology)","94","No","1868-7083","1868-7075"
"Clinical Genetics","Genetics & Genomics - Medical Genetics","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13990004","3239","0.981","Q2 (Genetics)","125","No","1399-0004","0009-9163"
"Clinical Gerontologist","Anatomy & Physiology - Aging; Development - Aging","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/wcli20","","1.016","Q1 (Clinical Psychology; Gerontology; Health; Social Psychology)","49","No","1545-2301","0731-7115"
"Clinical Immunology","Immunology - Clinical Immunology","Elsevier","For-profit associated with a society","Hybrid","Clinical Immunology Society","Society/Association","USA","https://www.sciencedirect.com/journal/clinical-immunology","3361","1.317","Q2 (Immunology; Immunology and Allergy)","151","No","1521-7035","1521-6616"
"Clinical Infectious Diseases","Immunology - Immunopathology","Oxford University Press (OUP)","University Press","Hybrid","","","UK","https://academic.oup.com/cid?login=true","4172","2.891","Q1 (Infectious Diseases; Microbiology)","414","No","1537-6591","1058-4838"
"Clinical Journal of Sport Medicine","Anatomy & Physiology - Sport Science","Wolters Kluwer (Lippincott)","For-profit","","","","Netherlands / USA","https://journals.lww.com/cjsportsmed/pages/currenttoc.aspx","","0.697","Q2 (Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation)","125","No","1536-3724","1050-642X"
"Clinical Lung Cancer","Cancer - Thoracic and Respiratory Cancer","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/clinical-lung-cancer","3379","1.362","Q1 (Oncology; Pulmonary and Respiratory Medicine)","83","No","1938-0690","1525-7304"
"Clinical Lymphoma, Myeloma & Leukemia","Cancer - Hematopoietic and Cardiovascular Cancer","Elsevier","For-profit associated with a society","Hybrid","Society of Hematologic Oncology; European Society for Medical Oncology (ESMO); International Myeloma Society","Society/Association","Netherlands","https://www.clinical-lymphoma-myeloma-leukemia.com/","2390","0.615","Q2 (Hematology)","71","No","2152-2669","2152-2650"
"Clinical Microbiology Reviews","Immunology - Immunopathology","American Society for Microbiology (ASM)","Non-profit","Hybrid","","","USA","https://journals.asm.org/journal/cmr","3013","6.584","Q1 (Epidemiology; Immunology and Microbiology; Infectious Diseases; Microbiology; Public Health, Environmental and Occupational Health)","358","No","1098-6618","0893-8512"
"Clinical Microbiology and Infection","Ecology & Evolution - Health; Immunology - Immunopathology","Elsevier","For-profit associated with a society","Hybrid","European Society of Clinical Microbiology and Infectious Diseases","Society/Association","Netherlands","https://www.clinicalmicrobiologyandinfection.com/","2793","2.658","Q1 (Infectious Diseases; Medicine; Microbiology)","219","No","1469-0691","1198-743X"
"Clinical Neuropharmacology","Neurosciences - Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","","","","Netherlands / USA","https://journals.lww.com/clinicalneuropharm/pages/default.aspx","","0.422","Q3 (Neurology; Pharmacology)","90","No","1537-162X","0362-5664"
"Clinical Neurophysiology","Neurosciences - Clinical Neuroscience","Elsevier","For-profit associated with a society","Hybrid","International Federation of Clinical Neurophysiology; Brazilian Society of Clinical Neurophysiology; Czech Society of Clinical Neurophysiology; International Society of Intraoperative Neurophysiology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/clinical-neurophysiology","2606","1.07","Q1 (Neurology; Sensory Systems)","237","No","1872-8952","1388-2457"
"Clinical Pharmacokinetics","Molecular & Cellular Biology - Pharmacology and Toxicology","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/40262","2697","1.211","Q1 (Pharmacology)","197","No","1179-1926","0312-5963"
"Clinical Pharmacology and Therapeutics","Molecular & Cellular Biology - Pharmacology and Toxicology","John Wiley & Sons","For-profit associated with a society","Hybrid","American Society for Clinical Pharmacology and Therapeutics (ASCPT)","Society/Association","USA","https://ascpt.onlinelibrary.wiley.com/journal/15326535","2238","1.856","Q1 (Pharmacology)","226","No","1532-6535","0009-9236"
"Clinical Physiology and Functional Imaging","Anatomy & Physiology - Physiology","John Wiley & Sons","For-profit associated with a society","Hybrid","Scandinavian Society of Clinical Physiology and Nuclear Medicine","Society/Association","USA","https://onlinelibrary.wiley.com/journal/1475097X","3685","0.456","Q3 (Medicine; Physiology)","81","No","1475-097X","1475-0961"
"Clinical Practice in Pediatric Psychology","Neurosciences - Developmental Neuroscience","Sage Publishing","For-profit associated with a society","","Society of Pediatric Psychology (SPP), Division 54 of the American Psychological Association (APA)","Society/Association","USA","https://journals.sagepub.com/home/ppxa","","0.309","Q3 (Applied Psychology; Clinical Psychology; Developmental and Educational Psychology; Pediatrics, Perinatology and Child Health)","27","No","2169-4834","2169-4826"
"Clinical Proteomics","Molecular & Cellular Biology - Methodology and Experimental Techniques","Springer Nature (BioMed Central)","For-profit","OA","","","UK","https://clinicalproteomicsjournal.biomedcentral.com/","1976","1.041","Q2 (Clinical Biochemistry; Molecular Biology; Molecular Medicine)","49","No","1559-0275","1542-6416"
"Clinical Psychological Science","Neurosciences - Clinical Neuroscience","Sage Publishing","For-profit associated with a society","Hybrid","The Association for Psychological Science","Society/Association","USA","https://journals.sagepub.com/home/cpx","391","2.264","Q1 (Clinical Psychology)","86","PCI friendly","2167-7034","2167-7026"
"Clinical Psychopharmacology Neuroscience","Neurosciences - Molecular and Cellular Neuroscience","The Korean College of Neuropsychopharmacology (KCNP); Asian College of Neuropsychopharmacology (AsCNP)","Non-profit","OA","The Korean College of Neuropsychopharmacology (KCNP); Asian College of Neuropsychopharmacology (AsCNP)","","Republic of Korea (South Korea)","https://www.cpn.or.kr/main.html","","0.976","Q1 (Pharmacology)","51","No","2093-4327","1738-1088"
"Clinical Reviews in Allergy and Immunology","Immunology - Allergy and Hypersensitivity","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12016","3606","3.286","Q1 (Immunology and Allergy; Medicine)","116","No","1559-0267","1080-0549"
"Clinical Science","Generalist","Portland Press","Non-profit","Hybrid","The Biochemical Society","Society/Association","UK","https://portlandpress.com/clinsci","3082","2.091","Q1 (Medicine)","174","No","1470-8736","0143-5221"
"Clinical Transplantation","Immunology - Transplant Immunology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/13990012","3160","0.676","Q2 (Transplantation)","95","No","1399-0012","0902-0063"
"Clinical and Experimental Allergy","Immunology - Allergy and Hypersensitivity","John Wiley & Sons","For-profit associated with a society","Hybrid","British Society for Allergy & Clinical Immunology","Society/Association","USA","https://onlinelibrary.wiley.com/journal/13652222","3281","1.35","Q2 (Immunology; Immunology and Allergy)","182","No","1365-2222","0954-7894"
"Clinical and Experimental Pharmacology and Physiology","Molecular & Cellular Biology - Pharmacology and Toxicology","John Wiley & Sons","For-profit","Hybrid","","","USA","https://onlinelibrary.wiley.com/journal/14401681","1847","0.63","Q2 (Pharmacology)","121","No","1440-1681","0305-1870"
"Clinical and Translational Oncology","Cancer - Generalist","Springer Nature","For-profit associated with a society","Hybrid","Federation of Spanish Oncology Societies (FESEO)","Society/Association","Germany / UK","https://link.springer.com/journal/12094","3138","0.833","Q2 (Medicine; Oncology)","69","No","1699-3055","1699-048X"
"Clinical and Translational Radiation Oncology","Cancer - Treatment","Elsevier","For-profit associated with a society","OA","The European Society for Radiotherapy and Oncology","Society/Association","Netherlands","https://www.sciencedirect.com/journal/clinical-and-translational-radiation-oncology","1660","1.248","Q1 (Oncology; Radiology, Nuclear Medicine and Imaging)","43","No","2405-6308","2405-6308"
"Clinical and translational science","Molecular & Cellular Biology - Clinical and Medical Sciences","John Wiley & Sons","For-profit associated with a society","OA","American Society for Clinical Pharmacology and Therapeutics","Society/Association","UK","https://ascpt.onlinelibrary.wiley.com/journal/17528062","2968","1.191","Q1 (Biochemistry, Genetics and Molecular Biology; Medicine; Pharmacology, Toxicology and Pharmaceutics)","71","No","1752-8062","1752-8054"
"Coastal Management","Ecology & Evolution - Applied Ecology","Taylor & Francis Group","For-profit associated with a society","Hybrid","Coastal Society","Society/Association","UK","https://www.tandfonline.com/journals/ucmg20/about-this-journal","2630","0.486","Q2 (Environmental Science)","64","No","1521-0421","0892-0753"
"Cochrane Database of Systematic Reviews","Generalist - Clinical/Medicine","John Wiley & Sons","For-profit associated with a society","Hybrid","Cochrane Library","","USA","https://www.cochranelibrary.com/cdsr/about-cdsr","2833","1.67","Q1 (Medicine; Pharmacology)","359","No","1465-1858",""
"Cognition","Neurosciences - Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.journals.elsevier.com/cognition","3677","1.606","Q1 (Cognitive Neuroscience; Developmental and Educational Psychology; Experimental and Cognitive Psychology; Linguistics and Language)","242","No","1873-7838","0010-0277"
"Cognitive Computation","Neurosciences - Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/12559","2318","1.197","Q1 (Computer Science Applications; Computer Vision and Pattern Recognition)","81","No","1866-9964","1866-9956"
"Cognitive Neurodynamics","Neurosciences - Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/11571","2290","0.771","Q2 (Cognitive Neuroscience)","60","No","1871-4099","1871-4080"
"Cognitive Neuropsychiatry","Neurosciences - Clinical Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcnp20","1591","0.504","Q3 (Cognitive Neuroscience; Psychiatry and Mental Health)","71","No","1464-0619","1354-6805"
"Cognitive Neuropsychology","Neurosciences - Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcgn20","1709","0.427","Q1 (Arts and Humanities)","103","No","1464-0627","0264-3294"
"Cognitive Neuroscience","Neurosciences - Cognitive Neuroscience","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/journals/pcns20","1047","0.39","Q4 (Cognitive Neuroscience)","41","No","1758-8936","1758-8928"
"Cognitive Processing","Neurosciences - Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","Germany","https://link.springer.com/journal/10339","2604","0.517","Q2 (Artificial Intelligence)","61","No","1612-4790","1612-4782"
"Cognitive Science","Neurosciences - Cognitive Neuroscience","John Wiley & Sons","For-profit associated with a society","Hybrid","Cognitive Science Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/15516709","1843","0.978","Q1 (Artificial Intelligence)","146","No","1551-6709","0364-0213"
"Cognitive Systems Research","Neurosciences - Cognitive Neuroscience","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/cognitive-systems-research","2084","0.719","Q2 (Artificial Intelligence; Cognitive Neuroscience; Experimental and Cognitive Psychology; Software)","76","No","1389-0417","2214-4366"
"Cognitive and Behavioral Neurology","Neurosciences - Clinical Neuroscience","Wolters Kluwer (Lippincott)","For-profit","Hybrid","","","Netherlands / USA","https://journals.lww.com/cogbehavneurol/pages/default.aspx","2672","0.327","Q3 (Medicine; Neuropsychology and Physiological Psychology; Psychiatry and Mental Health)","76","No","1543-3641","1543-3633"
"Cognitive, Affective, and Behavioral Neuroscience","Neurosciences - Generalist","Springer Nature","For-profit associated with a society","Hybrid","Psychonomic Society","Society/Association","Germany","https://link.springer.com/journal/13415","2211","1.365","Q1 (Behavioral Neuroscience; Cognitive Neuroscience)","120","No","1531-135X","1530-7026"
"Cold Spring Harbor Perspectives in Biology","Generalist","Cold Spring Harbor (CSH) Laboratory Press","Non-profit","Hybrid","","","USA","https://cshperspectives.cshlp.org/","","3.932","Q1 (Biochemistry, Genetics and Molecular Biology)","263","No","1943-0264",""
"Coleopterists Bulletin","Ecology & Evolution - Zoology","The Coleopterists Society","Non-profit","Subscription","The Coleopterists Society","Society/Association","USA","https://www.coleopsoc.org/the-coleopterists-bulletin/","","0.334","Q3 (Insect Science)","30","No","","0010-065X"
"Collabra: Psychology","Neurosciences - Cognitive Neuroscience","University of California Press","University Press associated with a society","OA","Society for the Improvement of Psychological Science","Society/Association","USA","https://online.ucpress.edu/collabra","1420","1.409","Q1 (Psychology)","35","PCI friendly","2474-7394",""
"Communications Biology","Generalist","Springer Nature","For-profit","OA","","","Germany / UK","https://www.nature.com/commsbio/","3681","1.994","Q1 (Agricultural and Biological Sciences; Biochemistry, Genetics and Molecular Biology; Medicine)","109","No","2399-3642",""
"Communications Psychology","Neurosciences - Cognitive Neuroscience","Springer Nature","For-profit","Hybrid","","","UK","https://www.nature.com/commspsychol/","1874","","","","No","2731-9121",""
"Communications in Kinesiology (CiK)","Anatomy & Physiology - Sport Science","Society for Transparency, Openness, and Replication in Kinesiology (STORK)","Non-profit","OA","Society for Transparency, Openness, and Replication in Kinesiology (STORK)","Non-profit","Canada","https://storkjournals.org/index.php/cik","","","","","No","2767-0732",""
"Communications in Statistics - Theory & Methods","Generalist - Statistics","Taylor & Francis Group","For-profit","Hybrid","","","UK","https://www.tandfonline.com/toc/lsta20/current","2395","0.427","Q3 (Statistics and Probability)","79","No","1532-415X","0361-0926"
"Comparative Biochemistry and Physiology Part A: Molecular and Integrative Physiology","Ecology & Evolution - Health; Molecular & Cellular Biology - Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-a-molecular-and-integrative-physiology","2221","0.547","Q1 (Animal Science and Zoology)","138","No","1531-4332","1095-6433"
"Comparative Biochemistry and Physiology Part B: Biochemistry and Molecular Biology","Molecular & Cellular Biology - Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-b-biochemistry-and-molecular-biology","2371","0.526","Q2 (Animal Science and Zoology; Aquatic Science)","120","No","1879-1107","1096-4959"
"Comparative Biochemistry and Physiology Part C: Toxicology and Pharmacology","Molecular & Cellular Biology - Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-c-toxicology-and-pharmacology","3229","1.11","Q1 (Animal Science and Zoology; Aquatic Science; Health, Toxicology and Mutagenesis; Medicine; Toxicology)","132","No","1878-1659","1532-0456"
"Comparative Biochemistry and Physiology Part D: Genomics Proteomics","Genetics & Genomics - Genomics; Molecular & Cellular Biology - Methodology and Experimental Techniques","Elsevier","For-profit associated with a society","Hybrid","Australia & New Zealand Society of Comparative Physiology and Biochemistry (ANZSCPB); American Physiological Society (APS); Canadian Society of Zoologists (CSZ); Deutsche Zoologische Gesellschaft (DZG); European Society of Comparative Physiology and Biochemistry (ESCPB); Japanese Society for Comparative Physiology and Biochemistry (JSCPB); South American Society for Comparative Physiology and Biochemistry (SASCPB); Societe de Physiologie (SDP); Society for Experimental Biology (SEB); Society for Integrative & Comparative Biology (SICB)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/comparative-biochemistry-and-physiology-part-d-genomics-and-proteomics","2803","0.546","Q1 (Animal Science and Zoology)","55","No","1878-0407","1744-117X"
"Comparative Immunology, Microbiology and Infectious Diseases","Immunology - Immunopathology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/comparative-immunology-microbiology-and-infectious-diseases","2780","0.596","Q1 (Veterinary)","72","No","1878-1667","0147-9571"
"Comparative Parasitology","Ecology & Evolution - Health; Immunology - Parasitology","The Helminthological Society of Washington","Non-profit","Subscription","The Helminthological Society of Washington","Society/Association","USA","https://bioone.org/journals/comparative-parasitology","","0.267","Q3 (Ecology, Evolution, Behavior and Systematics)","35","No","","1525-2647"
"Comprehensive Physiology","Anatomy & Physiology - Physiology","John Wiley & Sons","For-profit associated with a society","Hybrid","American Physiological Society (APS)","Society/Association","USA","https://onlinelibrary.wiley.com/journal/20404603","","2.061","Q1 (Medicine; Physiology)","140","No","2040-4603",""
"Comprehensive Plant Biology","Plants - Generalist","Institute of Botany and Botanical Garden Jevremovac, Faculty of Biology, University of Belgrade","University Press","OA diamond","Institute of Botany and Botanical Garden Jevremovac, Faculty of Biology, University of Belgrade","University/Government","Serbia","https://cpb.bio.bg.ac.rs/","0","0.29","Q3 (Plant Science)","17","No","3042-3201","1821-2158"
"Comprehensive Psychiatry","Neurosciences - Clinical Neuroscience","Elsevier","For-profit","OA","","","USA","https://www.sciencedirect.com/journal/comprehensive-psychiatry","3193","1.842","Q1 (Clinical Psychology; Psychiatry and Mental Health)","134","No","1532-8384","0010-440X"
"Comptes Rendus Biologies","Generalist","Académie des Sciences","Non-profit","OA diamond","Académie des Sciences","University/Government","France","https://comptes-rendus.academie-sciences.fr/biologies","0","0.299","Q2 (Agricultural and Biological Sciences)","103","No","1768-3238","1631-0691"
"Computational Biology and Chemistry.","Generalist - Computational Biology; Molecular & Cellular Biology - Miscellaneous / Interdisciplinary","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computational-biology-and-chemistry","2327","0.561","Q2 (Computational Mathematics; Organic Chemistry)","76","No","","1476-9271"
"Computational Linguistics","Neurosciences - Cognitive Neuroscience","MIT Press","University Press","OA diamond","MIT","University/Government","USA","https://direct.mit.edu/coli","0","1.837","Q1 (Artificial Intelligence; Computer Science Applications; Linguistics and Language)","122","No","1530-9312","0891-2017"
"Computational Psychiatry","Neurosciences - Clinical Neuroscience","The Society for Computational Psychiatry Ltd.","Non-profit","OA","The Society for Computational Psychiatry Ltd.","Society/Association","UK","https://cpsyjournal.org/","2607","1.143","Q1 (Psychology)","13","No","2379-6227",""
"Computational Statistics","Generalist - Statistics","Springer Nature","For-profit","Hybrid","","","Germany / UK","https://link.springer.com/journal/180","2660","0.524","Q2 (Computational Mathematics; Statistics and Probability; Statistics, Probability and Uncertainty)","58","No","1613-9658","0943-4062"
"Computational Statistics and Data Analysis","Generalist - Statistics","Elsevier","For-profit associated with a society","Hybrid","Network Computational and Methodological Statistics (CMStatistics); International Association of Statistical Computing (IASC)","Society/Association","Netherlands","https://www.sciencedirect.com/journal/computational-statistics-and-data-analysis","1322","0.926","Q1 (Applied Mathematics; Computational Mathematics; Computational Theory and Mathematics; Statistics and Probability)","145","No","","0167-9473"
"Computational and Structural Biotechnology Journal","Genetics & Genomics - Generalist; Molecular & Cellular Biology - Methodology and Experimental Techniques","American Association for the Advancement of Science (AAAS)","Non-profit","OA","Research Network of Computational and Structural Biotechnology","","USA","https://spj.science.org/journal/csbj/","2950","1.312","Q1 (Biochemistry; Biophysics; Biotechnology; Computer Science Applications; Genetics; Structural Biology)","107","No","2001-0370","2001-0370"
"Computer Methods and Programs in Biomedicine","Generalist - Methods","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computer-methods-and-programs-in-biomedicine","2369","1.233","Q1 (Computer Science Applications; Health Informatics; Software)","165","No","1872-7565","0169-2607"
"Computers in Biology and Medicine","Generalist - Computational Biology","Elsevier","For-profit","Hybrid","","","Netherlands","https://www.sciencedirect.com/journal/computers-in-biology-and-medicine","4098","1.375","Q1 (Computer Science Applications; Health Informatics)","164","No","1879-0534","0010-4825"
"Congenital Anomalies","Development - Perinatology and Birth Defects/Teratology","John Wiley & Sons","For-profit associated with a society","Hybrid","Japanese Teratology Society","Society/Association","USA","https://onlinelibrary.wiley.com/journal/17414520","2183","","","","No","1741-5420","0914-3505"
"Connective Tissue Research","Molecular & Cellular Biology - Cell Biology and Developmental Biology","Taylor & Francis Group","For-profit","","","","UK","https://www.tandfonline.com/journals/icts20","","0.619","Q2 (Orthopedics and Sports Medicine)","84","No","1607-8438","0300-8207"
"Conservation & Society","Ecology & Evolution - Applied Ecology","Wolters Kluwer","For-profit associated with a society","OA","Ashoka Trust for Research in Ecology and the Environment","University/Government","India","https://www.conservationandsociety.org.in/","601","0.833","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","58","No","0975-3133","0972-4923"
"Conservation Biology","Ecology & Evolution - Applied Ecology","John Wiley & Sons","For-profit associated with a society","Hybrid","Society for Conservation Biology","Society/Association","USA","https://conbio.onlinelibrary.wiley.com/journal/15231739","2270","2.004","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Medicine; Nature and Landscape Conservation)","267","No","1523-1739","0888-8892"
"Conservation Letters","Ecology & Evolution - Applied Ecology","John Wiley & Sons","For-profit associated with a society","OA","Society for Conservation Biology","Society/Association","USA","https://conbio.onlinelibrary.wiley.com/journal/1755263x","1943","2.27","Q1 (Ecology; Ecology, Evolution, Behavior and Systematics; Nature and Landscape Conservation)","125","No","1755-263X","1755-263X"
